CODE;NAME;PRICE;ABOUT1;ABOUT2;dis;PHOTO;P;H
P1;نقاصة وايفاي سمارت;15;ضبط عمل الحمولة في أي وقت تكراري بشكل دائم - تدعم أوامر صوتية - حمولة 10 امبير;;;;2;13
F1;حساس حريق سمارت;15;حساس حريق سمارت;يرسل تنبيهات في حال وجود دخان صوت وعلى الهاتف وايفاي ;;;5;10
F2;حساس حريق وحركة;35;يرسل تنبيهات حريق او حركة مع 2 ريموت;;;;5;30
W1;وايفاي 16 امبير ميني 1 مخرج;15;تحكم وايفاي حجم صغير ميني 16 امبير;;;;2;13
