CODE;NAME;PRICE;ABOUT1;ABOUT2;dis;PHOTO;P;H
FEB-S;"فيبر ""حاجز ايبوكسي"" اصفر حجم صغير";0.50;مقاس 15 سم ب 11 سم - سماكة نصف ملم 0.5 - مقاس صغير;حماية وعزل بين خلايا وتغليف;;FEB-S;0.10;0.40
FIBER-B;"فيبر ""حاجز ايبوكسي"" اصفر يوضع بين خلايا ليثيوم حجم كبير";0.95;حجم كبير - مقاس 20سم بـ 17سم - سماكة نصف ملي;يفيد ب تغليف بطارية للدراجات كعازل - حواجز بين خلايا;;FIBER-B;0.45;0.50
NI-10MM;بكرة نيكل لحام نقطي عرض 10 ملم سماكة 0.12;2.95;نيكل لوزم بطاريات ليثيوم اصابع ل لحام نقطي - نيكل نوع ممتاز 10 متر البكرة;;;NI-10MM;0.55;2.40
